id,token00.id,token00_creator_address
0x2029629caa1c5630e1b5a9be0ed17168daaf9cf5,0x9165db4c2b638d5a7ac68eb51e45a0c17cdfbcdb,
0xc369d1ee0f5f9845a5c299124ff972ee3ad30f14,0xa47cc25957214c6b25cb30dd69f13fdeac05ce7f,
0x297669352dc67759715d7ab2d23401e9d998cf05,0x0aceff96f479b7365d56e33b749470442d5dbba6,
0x749cc56481ccad983784191f084f96ac8658c8e6,0x1924464249ba9adda8592723c2c880d0555b28b6,
0x9aa34268947853387bca39e8346d539a91ce672e,0xb455706f9a15ad2f2c07df98bfabd2522a07438b,
0xb749edac57278a86984692dd2aa1ee2aafcf5b45,0xfe18be6b3bd88a2d2a7f928d00292e7a9963cfc6,
0x18fb83bdd15a00f6ee3018aa9fabcc2dd291f824,0xf3eb8b90c763b8b2b53e7819ac27eca8f94c8ec2,
0xcb71168fc675ce03384a242d06ab296b59d0a354,0x26205d189cbf0b4d0e1d4ecce3307abc75b49196,
0x9406d8fd82db5a7b4dfb85f0ddd91b5b3055bde2,0x6be61833fc4381990e82d7d4a9f4c9b3f67ea941,
0xbcbb79064cb1859c068c890cbe852fa95cf41965,0x20468380f578a2958a7648af63fd8ec42ed98aec,
0x37e9b33cf2c74150135b9fe2180e57c0944b78c7,0xe1dc1d30474c66e6ce95f471b6d2448c17d5671e,
0x4eb19e87e9b27cf0e5af0315ab676183b4de5342,0xb8ef08f8d66432e2abd65340d8246c5cb948b2c1,
0xf1a225b2624d51a1ffc408a176c044999fc97fa2,0xc931c6a6db05ec9183b49579c14804290fe994c3,
0xa327da5eccdadf52c9f5ed3fd640c560ad0ec8bf,0xa4c9b58d1ce7ea0d9b351185e0c333683ebde00b,
0x2ec60ab5066c480f8111aeb30cf2e65e7d157597,0x7ea33cadd5a0a7264b7727909ef49b2f90692a01,
0x3adae6978643807723d9c3a85ab08de634fb3e50,0x6c1c20ea750fed38f5a21f8e28438cc80690dd94,
0x0ad86bfacea439b7390f524977ed301e08fe33b4,0x89c0d1ae8b934b447568e6d9f13963ebac586205,
0x13dde544784a3ffbe316a4bfed79b98114366922,0x511c73dae7ac4087d519d0512ca279842014f8a5,
0xb87214591e961ae12844df2fc070c4034001fa91,0x9d24364b97270961b2948734afe8d58832efd43a,
0x86b2228d3d7afcfa743249dfc500a65071b2544b,0x82cd621d04fc7226a99340afab5fd6ee30ff98d0,
0x89635f792f4cfe2499eb1bbdba99e5d162e427fa,0xd7efb00d12c2c13131fd319336fdf952525da2af,
0xb72e260cd918e13d01ac552186c5a5b331283450,0xd2fca6bfba05d8949c194c4f4f88786f8e148e9e,
0x6b3a6b7e10d0a9ede277ac412af1eeda7daf1cde,0xeafca7129cb7510c14fbc9e6d57d80b778fa4353,
0x8867a9222bebe2c00c9e63bb867f05af9ce6dd00,0x6ca4c1abf4ca15966c9af5c0b7f8633248ff403f,
0xfb2f545a9ad62f38fe600e24f75ecd790d30a7ba,0xb6ff96b8a8d214544ca0dbc9b33f7ad6503efd32,
0xa109b49d9d89c004abb7a093099b07eb9dfeedea,0x14859d6f9060bf0b369fb656c3e523e9b4a0edc2,
0x6a7a8d8d3d40dc32ce18ac0e5d6b10321e866333,0x98218d2da12da10a3b6d77b486792da7ddc1ad1e,
0x1cdb2ad372365830e7edacc8f8370b1ec844d728,0xea8e62ba5cb9e7ad8505df7cacd3ef17f8ebaad7,
0xb89d555bf254a766e4d5b2c72e6371cef6bad599,0x137268f88cf6d1f7cf6ea9c750da4a16b5aa97f7,
0xd5f1de4afe26881702a9c7c9148d2cda501875a2,0xe5ac82edebc4c6256bdd84b6c8e2c6ce8f5e4d51,
0x668916516849596545db504df13dc92579bc3ea0,0xafa7b959306074e10567630053bfc3337b712cf0,
0x7c29759683f92490ff77d5b1be37f7ae6e685e91,0x0e5f2858ffb2c81d7d2545c011b50fd60a203e0f,
0xafea2e45d112a8ed366a2ac266271d078af24689,0xbd4c71e5af62f08aafef26b6b46930859398bd51,
0x9d9fba4da4e41cf987111304d838ecead92b2543,0x42f55805c4d9e837539c510afcbb6965cc4bb8b8,
0x0d4e720e57c633bd3d702998ac40ab6ec29c1c07,0xd68b937cff0a0f1bc4c6cc75e3e1c8b293383fce,
0x0e0091750e47b003f9f9201c144a9187b4560bce,0xe0bb2ba6abfe69eef1b0828e090a3abd5863c7ad,
0xe232e564f63da6c9fd5c2dcb71b4c25245ef48af,0x1316314e2adb4a5217383be4b1e80f03147bd860,
0x4fddf277c9ac2d85b71af2e949e8d8a89d42c563,0xa9cc77c4df830ba62b8399bc080d69a75570144e,
0xe5b06929daae14d4f2c68c3b83f2f4078937e274,0xbab8a5ea1eb545c7a1e228a33fc96473f1924caf,
0x33b146b0b2d3b05bf02de0b9e320601706b3e9a0,0x06d626663d816144aa7e6d51d76ecc8c4e6257b1,
0xb27c432d4262c9377f441a167f847676b583aaac,0x23008450cb40f73832c1654296e042f6b6758756,
0x9b6bcdd4f2c561bce4ad8d0ff2f18a3c8569ef8b,0x9ef6649a02abb53ad9b8aa21c3a27f095556298e,
0xf8bf7a143c45ca8e0ef62aaa46c9f6ef49309dd1,0x1eea775117e402ee38b1d8b206fa919e5e4110b7,
0x9539e6d29dda4a11d278dadacd72efe0266b535f,0x13264d25cac4ffb0754df11006cf1bd2bc6145cd,
0xa995932eff51d6b382a6b623d1a704a925ca772a,0x057d3b5c0806122ed10398c2ce5e7fcf13f7bc8e,
0xc92a4ef2d327d88f7d24f0a8ffa4bd72095ede49,0x7e0d127c1f9a5cfdf376d6b9b307247e9375da7d,
0xabb9fd5749b2f4010c79fdbb158f9b21765fa632,0x9f61d90fe89203f792546d0bf88a410b97d56ab6,
0x06ae3c18f1cf9f6ea674a7b33785318b1be566aa,0x0584e36dee19e7a662bafcad59b812ec9d63a346,
0x76cf55915fed907ac8523a96597a1fb9a3c18b1f,0xf93152caa0eaa18e9ccc0657304a776e357b48a4,
0xe0b79f52c5d2ff04d58c29ad2bb08cca9d22aa13,0xc6e6660fd4895786c10a259577367dff3d152fd8,
0x96fe3c5bb7b30b87fa71f82201f5aca04dd70597,0x23c746602322b10b88deab3c136095269b24ca3e,
0xd3c7c77098786e8dab975a37a79caa6a91c1bcf6,0x40d2025ed2e89632d3a41d8541df9ed2ac0e2b1c,
0xa5a470d865a30ce30da7ac3fc82899ace25ba712,0x0e7438307592828495b445eb9d4df71be8d8ab65,
0x81cc70771f2bfe20347503a87cde51181374e221,0x0264cf5ab570b450b81bbbe65f2171796c730934,
0xa8d0f6769ab020877f262d8cd747c188d9097d7e,0xb9464ef80880c5aea54c7324c0b8dd6ca6d05a90,
0xb5bdb46b3f7d5fd136395acc09f63cd3a3a453bb,0xbce1450ed51429879870b0722f098aafffe2a8fa,
0x18ceae6d5e876efad281af72329878a8a17b017d,0xc4afc6f4b4f9412e8b8c03d5e20af0cd474c0749,
0x47e96565416c309f92be453b25c55702ae623d27,0xd955e50ae34972abc38983fc28299e46e5b0de71,
0x55dcbad5ace13c665324090b56de79505d1d08ea,0x37244f8519319373539c281c1e67f89c42a5ecc3,
0x2f70e120b5dfb141db5fe1ed95a2fdf9e2ec8524,0xece3dcdbb08a69ffd4aaf11b47c70157266d7e86,
0x9e54f1ebd589e83bc08a296a21722f943565a968,0x2e585de10d1d874efa10b7f41da018a14f0d6b70,
0x9c5bbe5d954606a3cbb0b81590e4c489da5e5d56,0x9ebb5d8941a518b15e9adb2f4909e0bd8fd000b9,
0xd7b031b42bbe99bd9a989ff8a1bb5ddc157afa0f,0xb4a34887e1e8279c000cbd93cb660a0054caad82,
0x0e708c76487a713f19f3cd865c2da7eb7239f3a2,0x18ef806325d35ca3f9cf26fcd06e9c1954d201cc,
0x634ce8ea4d402df4adc671d525027c4a0fd75977,0xded925e8563c03d77d18b7a223aeda577c65f0fc,
0x8732f6e95faba0a2746f55c93efb68f22a5869d5,0x6df0afa0775172dd3eaade5683742bd9fea0e0c5,
0xcf10fe59ff372a29772520811d7aa0e26dfb0d73,0xc5d6db55ed923914de148503e02a1e860753f628,
0x7f766ff880e8877a0ad03ece2b3feaa97c008cd1,0x8ad79acd4e707bae4c06f93bf75c2fc666e7daf7,
0x4752fa4224993b2a9dc8dc822bd8e3a0b27eef01,0x4bb9eea9ec270c5399bbf304dceb59bbfea6e2e6,
0xf3dd2d95a29816749ef14cda5b2a3224f30652ac,0xc56bc07f40c145dc3cd05b938e63831c08ab7602,
0x5c770494f1b34fe3ae390ad0c4e7a5604bd0f41e,0x6a736054b4bdd8d7bc94abfe4c5511dd3f8b28cb,
0x69c1828091268d9e5fe02840f64ae3f8ef7cf4ac,0x752e3e48f0c128ff3722207f083c010adabb0db6,
0xb6a3bd2b11049ae1eb478df074d33f55234ed02c,0x46b2663cbcd71ac8c34f466f6452f56a3906eaa9,
0xdec7dee30933bdbc0360419738b2b6e2cfead606,0x998722078581733a3bc704b7174a1248313727ad,
0x05f8918a3b96a4e1b744169ff63e24cfedbf5e76,0xcde21ba324f0308133e71be8d69ccd986b43f4e8,
0xf8c1af7ff48ab1e6f8ff96c86a8567bc7a137edd,0x60765ee9d236b186204284245e3bc3935605e37a,
0x7cad6d06c1c0ddadb565a62a2bf150355187d8fb,0xf507cd2db8c5319c7e051e77ed81b74cc466aa42,
0x953555216257e82e18ae7b66e948ffbca3d1fa44,0x95624b8b4307da5aa576036b5cdd001c2b57a3f8,
0x584da300c56d2a4f840a2f39e0f7d254b7aec4f8,0x55f0dc68f2a5c799ca4b1c84dc6562e1661cfc07,
0x7ac3e765b799984ad2c238c274e8e2be570e4609,0x7591a309df68bf43ba42dd11b0344220a260020a,
0x28484958073d3753ab975f4a4e0aeeb65c785120,0x4aab9f64077a6c58be649e4fe004ade1738fd546,
0xf651ebfe5464193131f3b804541d4c4baf554b91,0x2e93fe8d550a7b7e7b2e561cd45cebccbaa79358,
0xbf72934efeb49fb235bb79d0871051b5d7244983,0x006699d34aa3013605d468d2755a2fe59a16b12b,
0x9660882055eeb18e54deee7725dec5a4b6ae1138,0x666d875c600aa06ac1cf15641361dec3b00432ef,
